"Protein.ID","H26_Exponential_vs_H26_Stationary_PEP","H26_Exponential_vs_HVABI_Exponential_PEP","H26_Exponential_vs_HVLON3_Exponential_PEP","H26_Stationary_vs_HVABI_Stationary_PEP","H26_Stationary_vs_HVLON3_Stationary_PEP"
"913","HVO_2020 [D4GU33] DUF502 family protein<|>HVO_2959 [D4GY17] (oadhB1) 2-oxo-3-methylvalerate dehydrogenase E1 component beta subunit<|>decoy_HVO_3009 [D4GYB9] UspA domain protein",0.683565296833719,0.645109769253401,0.908807668597515,0.0721928180860375,1
"914","HVO_2020 [D4GU33] DUF502 family protein",0.668218727170436,0.245300217362512,0.883242476171772,0.00337504878000194,0.00712360801727296
"915","HVO_2018 [D4GU31] conserved hypothetical protein",0.691601981752503,0.660521340748203,0.919904887053376,0.468954677417742,0.549240568348849
"916","HVO_2017 [D4GU30] conserved hypothetical protein",0.716927819768951,0.434616956526145,0.916496024253384,0.0284208213679702,0.546196637347564
"917","HVO_2016 [D4GU29] conserved hypothetical protein",0.0214294523926986,0.0874170809912636,0.940478101168885,0.000375005859466593,0.000549208008736257
"918","HVO_2015 [D4GU28] conserved hypothetical protein",0.5302130766993,0.768432183024128,0.866291561153963,0.659031265750187,0.000549208008736257
"919","HVO_2013 [D4GU26] (cetZ5) FtsZ family protein CetZ, type III",0.72588917694015,0.624030930164059,0.00400192623835538,0.585275405348441,0.00329278788395049
"920","HVO_2012 [D4GTP0] receiver box response regulator",1,0.65991378477122,0.911876955332427,1,1
"921","HVO_2008 [D4GTN6] (arcS) archaeosine synthase",0.796046230586546,0.721024898623143,0.935854862763913,0.550714729007449,0.581794395222365
"922","HVO_2006 [D4GTN4] probable secreted glycoprotein",0.713613275599588,0.587253189662828,0.920882220275098,0.400340636000715,0.557647418972181
"923","HVO_2004 [D4GTN2] (cysE) serine O-acetyltransferase",0.734107931630497,0.615155675014708,0.92029716878063,0.417427229123329,0.000549208008736257
"924","HVO_2003 [D4GTN1] conserved hypothetical protein",1,1,1,1,1
"925","HVO_2001 [Q9C4M3] (tgtA1) tRNA-guanine(15) transglycosylase",0.788986963953162,0.741756206002223,0.947229551451187,0.489794651700719,0.603764706234131
"926","HVO_1999 [D4GTM7] (htr7) transducer protein Htr7",0.696575305897599,0.618789643250265,0.912628142219854,0.456469055780524,0.000549208008736257
"927","HVO_1998 [D4GTM6] DASS family transport protein",0.125147913772702,0.673113244829156,0.893712048073193,0.255843141185233,0.00274458244887266
"928","HVO_1997 [D4GTM5] Abi/CAAX domain protein",0.739569104302859,0.431882576360233,0.898808494930171,0.468954677417742,0.591224708289038
"929","HVO_1995 [D4GTM3] conserved hypothetical protein",0.740599786877759,0.531811010390508,0.752330942093403,0.495156137448361,0.557647418972181
"930","HVO_1994 [D4GTM2] conserved hypothetical protein",1,1,1,1,1
"931","HVO_1991 [D4GTL9] ABC-type transport system periplasmic substrate-binding protein",0.429274500925393,0.649472253920778,0.898684303102793,0.000375005859466593,0.338650405281211
"932","HVO_1989 [D4GTL8] (trmY) tRNA (pseudouridine(54)-N(1))-methyltransferase",0.717202670475639,0.667755397299912,0.911984655973503,0.484762095578749,0.573920769180264
"933","HVO_1988 [D4GTL7] GATase domain protein",0.683565296833719,0.474655371884621,0.830449868246909,0.116269471780816,0.000549208008736257
"934","HVO_1987 [D4GTL6] (sppA2) signal peptide peptidase SppA",0.753976194351572,0.73084862738654,0.00400059759964144,0.266098694191642,0.000549208008736257
"935","HVO_1985 [D4GTL4] ABC-type transport system ATP-binding protein",0.00108645526383677,0.00414493611788014,0.920003126913606,0.000375005859466593,0.0234112997659501
"936","HVO_1984 [D4GTL3] (aceA) isocitrate lyase",1,1,1,1,1
"937","HVO_1983 [D4GTL2] (aceB1) bifunctional malyl-CoA synthase / malyl-CoA thioesterase",0.736719042990425,0.662944271448513,0.897684945070489,0.445641073252251,0.582121095991056
"938","HVO_1981 [D4GTL0] conserved hypothetical protein",0.633879398042586,0.678999601726394,0.901258991245195,0.341037887459753,0.539398938631064
"939","HVO_1979 [D4GTK8] (pus10) tRNA pseudouridine synthase Pus10",0.808879099256067,0.402901774114761,0.942798193199441,0.376993032831532,0.405891897436151
"940","HVO_1978 [D4GTK7] (rnhB) ribonuclease H, type 2",0.669157016143101,1,0.903647625602202,0.463222590106266,1
"941","HVO_1976 [D4GTK5] (secD) protein-export membrane protein SecD",0.117851456293937,0.000830360157312193,0.924029441771595,0.000375005859466593,0.000549208008736257
"942","HVO_1975 [D4GTK4] (secF) protein-export membrane protein SecF",0.687158311038734,0.000830360157312193,0.911553072259007,0.000375005859466593,0.120400853635188
"943","HVO_1973 [D4GTK2] conserved hypothetical protein",0.772759491685198,0.580575983129753,0.840759712054475,0.000375005859466593,0.000549208008736257
"944","HVO_1972 [D4GTK1] GNAT family acetyltransferase",0.725352375560332,0.666256867340274,0.91463558857364,0.323993021132469,0.496197336123295
"945","HVO_1971 [D4GTK0] (pgsA4) CDP-alcohol 1-archaetidyltransferase",0.689534798265599,1,1,1,1
"946","HVO_1969 [D4GTJ8] conserved hypothetical protein<|>HVO_2961 [Q04829] (lpdA) dihydrolipoyl dehydrogenase<|>HVO_A0345 [-] (cat4) transport protein (probable substrate cationic amino acids) (nonfunctional)",0.745708154506438,0.674000653523581,0.92551370078899,0.502517122965524,0.583100545205849
"947","HVO_1968 [D4GTJ7] conserved hypothetical protein",0.713890644753477,0.649782438915542,0.892395309477024,0.000375005859466593,0.554964954792986
"948","HVO_1967 [D4GTJ6] (pgi) glucose-6-phosphate isomerase",0.807618806346619,0.398581708207321,0.524945545067939,0.22100694153287,0.711762611091641
"949","HVO_1966 [D4GTJ5] Abi/CAAX domain protein",0.70462449207566,0.00248943358546816,0.889708251627218,0.398970759395405,0.603764706234131
"950","HVO_1965 [D4GTJ4] (nob1) rRNA maturation endonuclease Nob1",1,1,1,0.448689225615349,0.554964954792986
"951","HVO_1964 [D4GTJ3] PRC domain protein",0.732795111364231,0.12030304571109,0.901741591347721,0.00449950083662598,0.000549208008736257
"952","HVO_1963 [D4GTJ2] (tif5B) translation initiation factor aIF-5B (bacterial-type IF2)",0.823020541844722,0.111667859699356,0.133892803883154,0.000375130856193229,0.000549208008736257
"953","HVO_1959 [D4GTI8] histidine kinase",0.718847408253785,0.640709817395929,0.909363467996224,0.000375005859466593,0.00109854464883319
"954","HVO_1957 [Q5UT56] (panB) proteasome-activating nucleotidase",0.597843711696064,0.487291917271351,0.687961413524953,0.521196617375061,0.577537351880474
"955","HVO_1955 [D4GTI4] (citB1) aconitate hydratase",0.0713342198977178,0.479320010026662,0.95752507341659,0.104558442190444,0.395363392959153
"956","HVO_1949 [D4GTH8] conserved hypothetical protein",0.695702456849635,0.671927569806564,0.917613703921937,0.000375130856193229,0.51173867730324
"957","HVO_1948 [D4GTH7] NUDIX family hydrolase",0.711665757871644,0.675770738310492,0.899796269903032,0.0299116671080716,0.496197336123295
"958","HVO_1946 [D4GTH5] (tif1a) translation initiation factor aIF-1 (SUI1 protein, bacterial-type IF3)",0.728827267028349,0.397617689214199,0.928048444401409,0.500510849604327,0.621177774419425
"959","HVO_1945 [D4GTH4] conserved hypothetical protein",0.685366069947663,0.685394800950763,0.90305613805906,0.280908850362511,0.472069709470693
"960","HVO_1944 [D4GTH3] probable transmembrane glycoprotein / HTH domain protein",0.623501092536995,0.0148260786922638,0.919114873643183,0.0187181936943085,0.000549208008736257
"961","HVO_1943 [D4GTH2] endoisopeptidase/DUF4129 domain protein",0.00108645526383677,0.411926170018093,0.93059289310328,0.000375005859466593,0.000549208008736257
"962","HVO_1942 [D4GTH1] conserved hypothetical protein",0.732531962693381,1,1,1,0.551601658425969
"963","HVO_1941 [D4GTH0] AAA-type ATPase (MoxR subfamily)",0.659029732044537,0.606128473989616,0.893450102544489,0.354556264187655,0.588632317721341
"964","HVO_1940 [D4GTG9] (mutS1a) DNA mismatch repair protein MutS",0.73697909494037,0.604101401423863,0.898808494930171,0.522194979585197,0.568305237244863
"965","HVO_1939 [D4GTG8] (mutLa) DNA mismatch repair protein MutL",0.720484697392982,1,0.912092226815143,1,1
"966","HVO_1937 [D4GTG6] (mer) probable 5,10-methylenetetrahydrofolate reductase",0.704055320205329,0.617140949102193,0.909805665176315,0.445641073252251,0.562990677602585
"967","HVO_1936 [D4GTG5] (cofE) coenzyme F420:L-glutamate ligase",0.750242471376367,0.69737734298759,0.911661163711106,0.520198019218819,0.618349805454255
"968","HVO_1932 [D4GTG1] (ddh) D-2-hydroxyacid dehydrogenase (NADP)",0.103950360562611,0.719950546353703,0.87012987012987,0.178690020153183,0.633026982573862
"969","HVO_1931 [D4GTG0] (engB) probable GTP-binding protein EngB",1,1,1,1,1
"970","HVO_1928 [D4GTF7] probable COG0212-type thiamine metabolism protein",1,1,1,0.444285638939176,0.529115118994386
"971","HVO_1927 [D4GTF6] DUF389 family protein",0.709146449118264,0.668652368880688,0.900773917052562,0.325038518857198,0.551601658425969
"972","HVO_1925 [D4GTF4] probable GTP-binding protein",0.776486400212616,0.225679827505864,0.779994495116789,0.435804401097988,0.464756743115683
"973","HVO_1923 [D4GTF2] probable 16S rRNA maturation protein",1,1,1,0.477370201656943,0.487260562244604
"974","HVO_1921 [D4GTF0] (serS) serine--tRNA ligase",0.53238199780461,0.100003434183866,0.785433538947869,0.000375005859466593,0.25018948559357
"975","HVO_1920 [D4GTE9] DASS family transport protein",0.659029732044537,0.608147849236048,0.907346498901314,0.0481342722314922,0.53871662100499
"976","HVO_1918 [D4GTE7] beta-lactamase domain protein",0.762774766381317,0.326836845990283,0.914321641190235,0.519865100719814,0.54382269858536
"977","HVO_1917 [D4GTE6] (acs6) acyl-CoA synthetase",0.727227668245402,0.0325931232091691,0.953589685108734,0.000375005859466593,0.000549208008736257
"978","HVO_1916 [D4GTE5] (kef1) Kef-type transport system",0.0161320272967829,0.000830360157312193,0.133892803883154,0.000375005859466593,0.00329278788395049
"979","HVO_1914 [D4GTE3] (acaB3) acetyl-CoA C-acyltransferase",0.00108645526383677,0.350079575022465,0.922518234401596,0.0692387690575291,0.177374469169782
"980","HVO_1911 [-] (nasD) nitrite reductase (ferredoxin) (nonfunctional)",0.685066535239034,0.439147509868653,0.887922226694325,0.391428604530266,0.574579319832263
"981","HVO_1907 [D4GTE0] (cdc48d) arNOG05511 family protein (AAA-type ATPase core domain protein)",0.569332247402763,0.38544289793381,0.724306989707685,0.34381434446298,0.188731586473293
"982","HVO_1905 [D4GTD8] beta-lactamase domain protein",1,1,1,1,0.545179926091161
"983","HVO_1901 [D4GTD4] (tif2c) translation initiation factor aIF-2 gamma subunit",0.766374764650333,0.344868064940382,0.872563093925596,0.0142329538139089,0.331609587844099
"984","HVO_1899 [D4GTD2] (rpoE1) DNA-directed RNA polymerase subunit E",0.446672571533501,0.697095435684647,0.920101253691541,0.292861168790961,0.292281568961246
"985","HVO_1896 [D4GTC9] (rps24e) 30S ribosomal protein S24e",0.728827267028349,0.651948464024181,0.907459730435902,0.482411525162762,0.610450464141433
"986","HVO_1895 [D4GSZ6] (kae1) KEOPS complex subunit Kae1/Bud32",0.804020570165783,0.338031246585819,0.772661031769164,0.023198944198588,0.45331896225336
"987","HVO_1894 [D4GSZ5] conserved hypothetical protein",0.681453529831234,0.630831297232797,0.914216742822657,0.493146374763326,0.585707630003942
"988","HVO_1893 [D4GSZ4] (ham1) XTP/dITP diphosphatase",1,0.605115902619673,0.90065225969685,1,1
"989","HVO_1888 [D4GSY9] (tupA) ABC-type transport system periplasmic substrate-binding protein (probable substrate tungstate)",0.691012517929326,0.5177442372577,0.920492633876374,0.000375005859466593,0.000549208008736257
"990","HVO_1886 [D4GSY7] (tupC) ABC-type transport system ATP-binding protein (probable substrate tungstate)",0.720756858294525,0.707970048210073,0.930851569991436,0.131593335931111,0.433847514789628
"991","HVO_1885 [D4GSY6] (trkA3) TrkA domain protein",1,1,1,1,1
"992","HVO_1880 [D4GSY2] conserved hypothetical protein<|>HVO_2486 [D4GTB5] (pccA) propionyl-CoA carboxylase biotin carboxylase component<|>decoy_HVO_A0330 [D4GR07] GFO family oxidoreductase<|>decoy_HVO_A0562 [D4GRM3] (hutU) urocanate hydratase",1,1,1,1,1
"993","HVO_1880 [D4GSY2] conserved hypothetical protein",0.779942868802285,0.545914980453864,0.00400059759964144,0.183372103661279,0.251528691341273
"994","HVO_1879 [D4GSY1] (fadA3) enoyl-CoA hydratase",0.62104101221796,0.628574357163805,0.893450102544489,0.000375005859466593,0.605679641032707
"995","HVO_1878 [D4GSY0] (nadE) NAD synthase, ammonia-dependent",0.779484082477784,0.217553780841829,0.678437151655992,0.545754223425842,0.000549208008736257
"996","HVO_1875 [D4GSX8] O-acetyltransferase (homolog to galactoside O-acetyltransferase)",0.757914655493676,0.732684329346887,0.855805444958571,0.496495450009912,0.572272462077013
"997","HVO_1874 [D4GSX7] probable oxidoreductase (aldo-keto reductase family protein)",0.634902770016624,0.555988389623759,0.937532729857111,0.0261836204310167,0.000549208008736257
"998","HVO_1871 [D4GSX4] (hemQ) coproheme decarboxylase HemQ",0.839406011035446,0.000830360157312193,0.937611720584627,0.0138589809669215,0.601525822913837
"999","HVO_1870 [D4GSX3] M50 family metalloprotease",0.221800090576592,0.380011850681414,0.873680303803509,0.000375005859466593,0.41015173751999
"1000","HVO_1869 [D4GSX2] conserved hypothetical protein",0.71857380392748,0.662037037037037,0.881043081867713,0.422199274810482,0.580813639062541
"1001","HVO_1868 [D4GSX1] conserved hypothetical protein",0.755211826889539,0.206788394757477,0.921559717119243,0.421858590974431,0.576880780392273
"1002","HVO_1867 [D4GSX0] (lysS) lysine--tRNA ligase",0.449256625727214,0.628897377364613,0.828609624598241,0.000375005859466593,0.000549208008736257
"1003","HVO_1866 [D4GSW9] (pyrH) uridylate kinase",0.795827939858608,0.44543473093187,0.947919504036783,0.0666523670239897,0.192023557369427
"1004","HVO_1864 [D4GSW7] (moaE) molybdopterin synthase catalytic subunit",0.700909099682491,1,0.908472548719589,1,1
"1005","HVO_1862 [D4GSW5] M50 family metalloprotease",1,0.000830360157312193,0.890656974435723,1,1
"1006","HVO_1861 [D4GSW4] (thiL) thiamine-monophosphate kinase",0.781543628490215,0.000830360157312193,0.917714599584876,0.000375005859466593,0.234901639935027
"1007","HVO_1859 [D4GSW2] UPF0104 family protein",0.681755930626072,0.625007856738796,0.889162068933685,0.13850815178185,0.516634249603575
"1008","HVO_1858 [D4GSW1] (rps19e) 30S ribosomal protein S19e",0.161314757315558,0.559306181447156,0.904000729685665,0.0187181936943085,0.636429780127106
"1009","HVO_1854 [D4GSV7] (hisS) histidine--tRNA ligase",0.822017067243648,0.000830360157312193,0.957225786739994,0.000375005859466593,0.162541594856462
"1010","HVO_1853 [D4GSV6] UspA domain protein",1,1,1,0.291456720257429,0.177374469169782
"1011","HVO_1851 [D4GSV4] HAD superfamily hydrolase",0.744692443201424,0.720756538483498,0.905399900420948,0.485769084485099,0.541102700900686
"1012","HVO_1849 [D4GSV2] (ywaD2) probable M28 family peptidase (homolog to aminopeptidase YwaD)",0.706043587433632,0.648229624973811,0.921944433710731,0.505190676364436,0.557647418972181
"1013","HVO_1847 [D4GSV0] (pepF) oligoendopeptidase PepF",0.797570145220642,0.241662110442865,0.902341391031282,0.393486871627673,0.58668349856039
"1014","HVO_1839 [D4GSU3] XerC/D-like integrase",1,1,1,1,1
"1015","HVO_1838 [-] DUF262/DUF1524 domain protein (nonfunctional)",0.681755930626072,1,0.905284105223528,1,1
"1016","HVO_1832 [D4GSU0] MATE efflux family protein",0.706892425511547,0.0131917515311853,0.583100688628327,0.36423567944021,0.565319315113765
"1017","HVO_1831 [D4GST9] (ferA4) ferredoxin (2Fe-2S)",0.507484483388098,0.000830360157312193,0.906892168334919,0.000375005859466593,0.0642738375093171
"1018","HVO_1830 [D4GST8] (gndA) 6-phosphogluconate dehydrogenase (NAD-dependent, decarboxylating)",0.727494766224703,0.744060652853545,0.937295267174143,0.48140373922189,0.634575214100568
"1019","HVO_1829 [D4GST7] (pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)",0.783817044478951,0.666856816885339,0.936498372447166,0.591171629660644,0.649006762730587
"1020","HVO_1827 [D4GST5] (rps6e) 30S ribosomal protein S6e",0.750242471376367,0.606128473989616,0.769907688689415,0.429687456398934,0.479693109926523
"1021","HVO_1825 [D4GST3] conserved hypothetical protein",1,0.672520759759473,0.901981969522789,1,1
"1022","HVO_1824 [D4GST2] conserved hypothetical protein",0.82501777601022,0.0131917515311853,0.953526345537901,0.00449950083662598,0.46402260340694
"1023","HVO_1823 [D4GST1] UspA domain protein",0.714721486039181,0.449886412537654,0.915880268158333,0.542775113995991,0.0442749650557134
"1024","HVO_1821 [D4GSS9] (pat2) GNAT family acetyltransferase Pat2",1,1,1,0.452750040167021,0.590253368606742
"1025","HVO_1819 [D4GSS7] conserved hypothetical protein",1,1,1,1,1
"1026","HVO_1816 [D4GSE0] (pyrC) dihydroorotase",0.64098897602751,0.509778047055166,0.273757661245023,0.212790714975429,0.228091969286456
"1027","HVO_1812 [D4GSD6] probable ketohexokinase",0.78313666496977,0.704927548468122,0.942798193199441,0.286185987600423,0.455542546300208
"1028","HVO_1811 [D4GSD5] sensor box histidine kinase",1,1,1,0.0142329538139089,0.0185470127893318
"1029","HVO_1809 [D4GSD3] (entB2) isochorismatase family protein",0.722385521130896,1,0.904118134661893,1,0.486542246110123
"1030","HVO_1808 [D4GSD2] conserved hypothetical protein",0.726425174642716,0.652565639594883,0.892660065008693,0.47198618634806,0.54687386983935
"1031","HVO_1806 [D4GSD0] conserved hypothetical protein",0.136834665254009,0.645735264055469,0.927332214472211,0.000375005859466593,0.000549208008736257
"1032","HVO_1804 [D4GSC8] (pncB) nicotinate phosphoribosyltransferase",0.647974535640797,0.768189976529063,0.953145073935058,0.352825505968459,0.516634249603575
"1033","HVO_1803 [D4GSC7] AMMECR1 domain protein",1,1,1,0.000375005859466593,0.567642478859941
"1034","HVO_1799 [D4GSC3] digeranylgeranylglycerophospholipid reductase / dolichol omega-reductase",0.00108645526383677,0.000830360157312193,0.936977501014789,0.000375005859466593,0.000549208008736257
"1035","HVO_1792 [D4GSB6] Lrp/AsnC family transcription regulator",0.692190520827231,0.733468863137088,0.910245708571287,0.118461846955932,0.00930746174475461
"1036","HVO_1788 [D4GSB2] (nirA1) probable sulfite/nitrite reductase (ferredoxin)",0.385629516856818,0.794074684265729,0.950481807307036,0.158463883056111,0.366370762131436
"1037","HVO_1783 [D4GSA8] conserved hypothetical protein",0.736719042990425,0.699065361021228,0.919313062179175,0.273510076288216,0.590253368606742
"1038","HVO_1778 [D4GSA2] (katG) catalase-peroxidase",0.624201266613654,0.801552724984865,0.894233855364947,0.609136612085551,0.00384075665891859
"1039","HVO_1769 [D4GS94] (dppF3) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",1,1,1,1,1
"1040","HVO_1761 [D4GS86] (mtfK3) FKBP-type peptidylprolyl isomerase",0.0594396780669613,0.627604092450626,0.903883176703792,1,1
"1041","HVO_1760 [D4GS85] ABC-type transport system ATP-binding protein",0.00108645526383677,0.680460342280826,0.92972454972111,0.000375005859466593,0.00657705599004932
"1042","HVO_1759 [D4GS84] ABC-type transport system permease protein",0.00108645526383677,0.66535559590089,0.899180107369677,0.413674025941107,0.540080791609532
"1043","HVO_1758 [D4GS83] (trxB5) oxidoreductase (homolog to thioredoxin-disulfide reductase)",0.252175114469515,0.152536325087753,0.928581503945835,0.0555507442300663,0.534612930997108
"1044","HVO_1757 [D4GS82] DoxX domain protein",1,1,1,1,1
"1045","HVO_1752 [D4H091] Lrp/AsnC family transcription regulator",0.695702456849635,0.647918494632069,0.902699444611874,0.0131109415880238,0.582447687874923
"1046","HVO_1751 [D4H090] (copA) P-type transport ATPase (probable substrate copper/metal cation)",0.00108645526383677,0.110943914198144,0.895397863826387,0.000375005859466593,0.000549208008736257
"1047","HVO_1749 [D4H088] conserved hypothetical protein",0.576443303907737,0.012373376844109,0.909805665176315,0.000375005859466593,0.436112728722856
"1048","HVO_1748 [D4H087] tetratricopeptide repeat protein (nonfunctional)",1,1,1,1,1
"1049","HVO_1746 [D4H085] DUF2800 family protein<|>HVO_A0439 [D4GRA5] DUF2800 family protein",1,1,1,1,1
"1050","HVO_1745 [D4H084] conserved hypothetical protein",0.696575305897599,0.54478445318821,0.877271823683344,0.452073506475289,0.495485256045968
"1051","HVO_1743 [D4H082] SWIM zinc finger domain protein",0.00325554379291926,0.654412683427969,0.907911259941398,0.000375005859466593,0.000549208008736257
"1052","HVO_1741 [D4H080] conserved hypothetical protein",0.730154806414733,0.71806456314217,0.901861857013533,0.397600444865541,0.532898093724902
"1053","HVO_1737 [D4H076] DUF790 family protein",1,1,1,1,1
"1054","HVO_1735 [D4H074] SWIM zinc finger domain protein",0.698314892380699,0.638495640108743,0.922898602697268,0.536810571029894,0.506467089890018
"1055","HVO_1727 [D4H071] (tbp2) TATA-binding transcription initiation factor",0.264631322862736,0.578095147115017,0.930851569991436,0.576415496578411,0.00438848892699284
"1056","HVO_1725 [D4H069] (orc5) Orc1-type DNA replication protein",0.660629582081908,0.592121083527831,0.92551370078899,0.506860790259211,0.604403438547013
"1057","HVO_1723 [D4H067] (rad25d) DNA repair helicase Rad25",0.774161964410212,0.7268906588009,0.912199668091855,0.267864454277733,0.526354904210628
"1058","HVO_1718 [D4H063] (queD) 6-carboxy-5,6,7,8-tetrahydropterin synthase",0.720756858294525,0.58655418374843,0.902341391031282,0.390399100551092,0.524625922429015
"1059","HVO_1716 [D4H061] (queC) 7-cyano-7-deazaguanine synthase",0.733583387275078,0.676947302690522,0.892262665802183,0.44733476033914,0.572932116133667
"1060","HVO_1712 [D4H057] START domain protein",1,1,1,1,1
"1061","HVO_1711 [D4H056] (sga1) probable glucoamylase",0.882923579816394,0.0156420335548307,0.971189438558743,0.559628936585573,0.587008571754942
"1062","HVO_1710 [D4H055] (amyA2) glycoside hydrolase domain protein",0.820000323988077,0.45474601951038,0.0498306109140649,0.557319658360235,0.0606139342234523
"1063","HVO_1708 [D4H053] conserved hypothetical protein",0.738535387772302,0.00662203463833511,0.914426414789699,0.337217340156107,0.567642478859941
"1064","HVO_1707 [D4H052] ABC-type transport system ATP-binding protein",0.358080544302189,0.318724922967791,0.933974450983207,0.000375005859466593,0.000549208008736257
"1065","HVO_1706 [D4H051] ABC-type transport system permease protein",0.622799718363951,0.621744314013206,0.907459730435902,0.0795693710595848,0.41554884149682
"1066","HVO_1705 [D4H050] ABC-type transport system periplasmic substrate-binding protein",0.00108645526383677,0.00166044759098238,0.933891656035558,0.000375005859466593,0.000549208008736257
"1067","HVO_1704 [D4H049] homolog to arabinopyranose mutase",0.00108645526383677,1,0.901379872475966,1,0.672481022588311
"1068","HVO_1703 [D4H048] (hel2) probable DEAD/DEAH box helicase",1,1,1,1,1
"1069","HVO_1699 [D4H044] pyridoxal phosphate-dependent aminotransferase (homolog to histidinol-phosphate aminotransferase / aspartate aminotransferase)",0.700621748651993,0.695683443655688,0.900286349695481,0.56127764516597,0.646871239272619
"1070","HVO_1698 [D4H043] CBS/parB domain protein",0.748737609311899,0.628574357163805,0.896675119084295,0.000375005859466593,0.499395573685063
"1071","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.685366069947663,0.599341383095499,0.901379872475966,0.360781242615934,0.542803566526954
"1072","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.674123035078597,0.000830360157312193,0.886385969509513,0.444963409959978,0.00109854464883319
"1073","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0203 [D4GPK4] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.722926775216035,1,0.884683256424049,1,0.528080924824063
"1074","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.00108645526383677,0.000830360157312193,0.892262665802183,0.000375005859466593,0.000549208008736257
"1075","HVO_1696 [D4H041] LctP family transport protein",0.746973639551985,0.683948607074884,0.905976711328199,0.0340089312374136,0.547888857228445
"1076","HVO_1694 [D4H039] conserved hypothetical protein",0.696575305897599,0.0188978226421738,0.89501139816494,0.453764639274475,0.441004030854736
"1077","HVO_1693 [D4H038] DUF162 family protein",0.726692872678835,0.153222160935938,0.830905895282267,0.0562917134761103,0.365162520946883
"1078","HVO_1692 [D4H037] probable iron-sulfur protein (4Fe-4S)",0.267524382969394,0.000830360157312193,0.948602843108552,0.000375005859466593,0.000549208008736257
"1079","HVO_1690 [D4H035] DHH/RecJ family phosphoesterase",0.719120805674489,0.115997450605481,0.823170831358577,0.427646526209315,0.2753695403791
"1080","HVO_1686 [D4H032] major facilitator superfamily transport protein",0.012934564133105,0.678706935802094,0.90065225969685,0.580355543794577,0.695670146258202
"1081","HVO_1685 [D4GZP9] conserved hypothetical protein",0.00108645526383677,0.708245687841818,0.916700312373829,0.00150033523115323,0.533241295532758
"1082","HVO_1684 [D4GZP8] (thrS) threonine--tRNA ligase",0.858884699932799,0.0484171322160148,0.902580244927969,0.0614750519568975,0.754332550109762
"1083","HVO_1683 [D4GZP7] (malQ) 4-alpha-glucanotransferase",0.61821131960772,0.70879649338568,0.85910711254456,0.3945156349236,0.573591328495924
"1084","HVO_1681 [D4GZP5] DNA N-glycosylase",0.748486162099189,0.614824067690018,0.929111076579276,0.383529422326763,0.422447950259176
"1085","HVO_1680 [D4GZP4] UPF0212 family protein",0.659670457671266,1,1,1,0.581140666812624
"1086","HVO_1678 [D4GZP2] (tif2b1) translation initiation factor aIF-2 beta subunit",1,0.667456049467989,0.890386826845441,1,1
"1087","HVO_1675 [D4GZN9] (corA) magnesium transport protein CorA",0.761081603518448,0.000830360157312193,0.913690371639424,0.000375005859466593,0.217572042082464
"1088","HVO_1673 [D4GZN7] conserved hypothetical protein",0.648633477057017,0.593503879071848,0.836909338955724,0.000375005859466593,0.00164746098486135
"1089","HVO_1670 [D4GZN4] (nop5) rRNA/tRNA 2'-O-methyltransferase complex protein Nop5",0.745708154506438,0.699346127717391,0.905976711328199,0.510532722586894,0.586358317239684
"1090","HVO_1669 [D4GZN3] (fib) fibrillarin-like rRNA/tRNA 2'-O-methyltransferase",0.694827561043245,1,0.903883176703792,0.00824563883008744,0.00109854464883319
"1091","HVO_1668 [D4GZN2] (gshA) glutamate--cysteine ligase",0.00541775151619084,1,0.89705504096216,1,0.587333536877259
"1092","HVO_1667 [D4GZN1] TrmB family transcription regulator",0.669781278806671,0.674000653523581,0.927332214472211,0.000375005859466593,0.378379810486534
"1093","HVO_1660 [D4GZM5] (dacZ) diadenylate cyclase",0.0752537133669343,0.5177442372577,0.943312187879606,0.0803063538684612,0.0957161005575471
"1094","HVO_1659 [D4GZM4] (mscS2) mechanosensitive channel protein MscS",0.681453529831234,0.683658858204548,0.896928565934359,0.385247872792804,0.544162178405492
