"Protein.ID","H53_EL_RM_vs_H53_LL_RM","X2174_EL_RM_vs_2174_LL_RM","X2176_EL_RM_vs_2176_LL_RM","H53_EL_RM_vs_2174_EL_RM","X2176_LL_RM_vs_H53_LL_RM","H53_EL_RM_vs_H53_EL_CM","X2176_EL_RM_vs_2176_EL_CM","H53_EL_RM_vs_2176_EL_RM","H53_EL_CM_vs_2176_EL_CM","H53_LL_RM_vs_H53_EL_CM","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"HVO_2038 [D4GU52] ABC-type transport system periplasmic substrate-binding protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.350557925,-2.180277413,0.072265019
"HVO_2040 [D4GU54] GalE family epimerase/dehydratase",2.517069599,0.446301056,3.19953061,2.236961676,1.97903019,2.347150055,3.396100458,-2.628886675,-1.601994937,-0.139432619,0.911684904755262,-0.630153957133906,-0.0314880285808935,-0.596423501410671,0.38088409799031,0.111072479,-1.103667445,-0.452667362
"HVO_2042 [D4GU56] (orc4) Orc1-type DNA replication protein",0,-0.328086358,0,0,0,0,0,0,0.447642696,0,NA,NA,NA,NA,NA,0.253640599,-0.959609807,-1.045000131
"HVO_2044 [D4GU58] (I-endH) intein-related probable LAGLIDADG endonuclease I-EndH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"HVO_2045 [D4GU59] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.715440138,0.881323236,0.836398967
"HVO_2046 [D4GU60] (agl7) low-salt glycan biosynthesis sulfotransferase Agl7",1.913545408,0.511952914,3.276189794,1.48266002,0.423269762,1.548932655,2.521652932,-1.297732488,-0.902670554,-0.387534279,-0.909418131857391,1.5518161937535,0.278016508877522,2.32843423325216,1.82034634516015,1.305373993,-1.134984096,-1.105058645
"HVO_2047 [D4GU61] AlkP-core domain protein",2.328894288,0.708926679,0,1.844655115,0.87583585,2.086983596,0,0.727912435,-1.439581033,-0.426845169,-0.139272721951189,0.843209704482175,0.382806221299549,2.55966933988097,2.43437050516415,2.484339983,-1.617557292,-2.457735812
"HVO_2048 [D4GU62] (agl9) low-salt glycan biosynthesis hexosyltransferase Agl9",1.847622256,0.07320072,0,2.105449274,0.757009611,1.969184331,0,1.439615384,-1.314073309,0.23115241,-1.28939834847109,1.32183368828324,0.0982710256264813,2.74670529168478,2.0163232005558,1.533867323,-1.018912307,-1.053912461
"HVO_2049 [D4GU63] (agl10) low-salt glycan biosynthesis hexosyltransferase Agl10",1.648268863,0.560501592,0.746238806,0.987506653,0.50501054,1.098279374,0.082483353,-0.257320386,-0.765436025,-0.593955925,-0.894675737323682,1.96221723320032,-0.11707575926815,3.30030521074403,2.05669412881021,2.221477737,-1.502607526,-1.372156354
"HVO_2052 [D4GU65] conserved hypothetical protein",0,-0.697389389,0,0,0,0,0,0,0,1.671192226,-1.21898425696165,0.533596220571693,-0.472598696704773,2.88476961372177,1.84959687904166,0,0,0
"HVO_2053 [D4GU66] (agl5) low-salt glycan biosynthesis hexosyltransferase Agl5",1.507376659,0.58939017,2.03824643,1.065362535,0.171047731,1.131203383,0.914251372,-0.622529802,-0.884216804,-0.359802745,-0.0615764093288619,1.20344820377897,-0.0638147339658753,2.0960918104329,0.690755041921753,0.658071812,-1.751934941,-1.680171821
"HVO_2055 [D4GU68] (agl15) probable low-salt glycan biosynthesis flippase Agl15",0,-0.307507988,0,0,1.212031584,0,0,0,-1.091335883,0.489613439,-1.02145499098783,1.44536933999025,0.0765760837043383,3.20522459290517,1.9513643945899,0,0,0
"HVO_2056 [D4GU69] (agl13) dTDP-4-dehydrorhamnose 3,5-epimerase",0.423398729,-0.280358043,1.052763708,0.64872282,0.608229252,0.516589955,1.018991436,-1.250094215,-0.624540948,0.056324664,3.16456710322998,2.23777082893773,-0.577402435624042,-0.318805998848135,-0.516185426520428,-0.393620042,0.093433823,0.272662721
"HVO_2057 [D4GU70] (agl11) glucose-1-phosphate thymidylyltransferase Agl11",2.034221087,0.517503479,2.781732963,1.562333701,0.971145139,1.566581981,2.311081915,-1.726942652,-1.012261977,-0.472632822,0.479885672648083,-0.950599778039586,0.154895131640674,-0.885296128665273,-0.550056019976359,0.322507845,-0.801051255,-0.672275844
"HVO_2057A [L9V9K4] small CPxCG-related zinc finger protein",0,1.155344479,0,0,1.225800449,0,0,0,0,2.01060652,NA,NA,NA,NA,NA,-0.043605717,-0.463048114,-0.164931003
"HVO_2058 [D4GU71] (agl14) dTDP-4-dehydrorhamnose reductase",1.816354784,0.199462643,2.921395404,1.758214183,1.292748863,1.921602082,3.257325491,-1.824587409,-1.254548459,0.123465194,1.66677174119472,-2.43682158932344,1.14447180737101,-1.17328679435113,-0.553611314182374,0.929594806,-0.727627863,-0.693044069
"HVO_2059 [D4GU72] (agl12) dTDP-glucose 4,6-dehydratase",1.561331326,0.198461804,3.262532955,1.419778767,1.54787438,1.647663211,3.880184238,-2.965589333,-1.255798855,0.046640276,0.470760368232789,-0.126405683367196,0.122522277966115,-1.09608899174511,-1.24358145826389,0.465059035,-0.779237134,-0.498236472
"HVO_2060 [D4GU73] (agl8) low-salt glycan biosynthesis protein Agl8",0.612491844,0.073324065,-0.945747862,0.836236203,1.082919303,0.91581841,-0.949497968,0.36152705,-1.045393668,0.079797016,NA,NA,NA,NA,NA,0.973202185,-0.912850509,-0.485210362
"HVO_2061 [D4GU74] (agl6) low-salt glycan biosynthesis hexosyltransferase Agl6",0.830242845,-1.038526221,0,1.570386408,0,1.794688821,0,0.298930345,-2.106019664,1.296031294,-2.42393527884571,1.19927852938007,-0.73268455474683,3.36907064554205,1.78146752369517,0.851133705,-0.377575933,-0.12009517
"HVO_2062 [D4GU75] (pilA2) pilin PilA",0.867517216,-0.560104075,1.321043793,1.402947295,1.094961198,1.719173771,1.884599019,-1.527199658,-1.340574109,0.840189787,-0.883836936866353,0.040809119788513,-0.592157306177617,0.6658920832586,1.90135333647398,0.222473688,0.46358976,0.817382357
"HVO_2063 [D4GU76] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108487006,0.478202801,0.696123553
"HVO_2064 [D4GU77] conserved hypothetical protein",-1.555931905,-1.309350473,-1.312240761,-0.008603406,0.043631753,-0.10345623,0.32803597,-0.276164245,0.157388155,1.513449874,-1.18709023121281,0.759660652987061,0.991634103167207,2.02304693596298,1.50579878462646,NA,NA,NA
"HVO_2066 [D4GU79] conserved hypothetical protein",-1.000532776,-2.850347424,0.944012044,1.082261069,0,1.308071056,0.326651194,0.971974494,-0.14194507,2.023867869,-2.02493954829958,1.13505840079993,-1.93299885508586,1.37889218658896,0.34529304312508,0,0,0
"HVO_2067 [D4GU80] TetR family transcription regulator",-0.011471774,0.535534272,0.198136987,-0.447129473,0.179684615,-0.243830141,-0.343220946,-0.459285408,-0.508925616,-0.232134511,NA,NA,NA,NA,NA,0.061312144,1.003304469,1.132800651
"HVO_2068 [D4GU81] (cetZ6) FtsZ family protein CetZ, type III",-0.193078259,-0.566523696,-0.402713803,0.189642547,0.121322254,-0.016717003,-0.156636835,0.126432077,0.063598426,0.197534982,0.174005790142448,-0.242748063252882,-0.547027759899434,-0.580706751286167,-1.12722359331405,0.160952455,0.148559018,0.280941294
"HVO_2069 [D4GU82] RND superfamily permease",0.159754981,-0.394889981,0.23901034,0.371933304,-0.057955371,0.427820031,0.394252938,0.08084507,-0.102764539,0.361567169,-1.00681208546261,1.9173277488288,0.503382061242719,2.84276169472002,2.38486118048048,1.472005073,-0.4637504,-0.192207196
"HVO_2070 [D4GU83] conserved hypothetical protein",0.232172295,0.002044143,0.297873621,0.165105842,0.043632538,0.361655222,0.388381678,-0.123452512,-0.174200562,0.131903742,-0.953961090439516,0.661359914226852,0.850214508821073,1.72553664143764,2.15849902397797,0.867176775,-0.476070419,-0.427695601
"HVO_2071 [D4GU84] probable secreted glycoprotein",0.117938685,0.35378547,0.038574741,-0.322278844,-0.016880166,-0.326498362,-0.398946376,0.089139397,0.018735856,-0.44394414,1.13632325893802,-0.501913469117786,0.0906356118174526,-1.15815818820074,-0.320726235392806,0.133918542,-0.992553549,-1.18370037
"HVO_2072 [P25062] (csg) S-layer glycoprotein",0.038964068,0.048677891,0.160240585,0.252497502,-0.197404363,0.499414742,0.513350633,-0.153784977,-0.19853112,0.404015835,-0.740123152887126,0.834464679428388,0.69177703184354,1.3936743204901,1.98132529679423,0.054178341,0.811096109,1.194771444
"HVO_2073 [D4GU86] TrmB family transcription regulator",0.102862669,0.066641484,0.069475908,-0.259410967,0.184203626,-0.272261397,0.086415519,-0.074435144,0.356344082,-0.417496828,-0.609553565101573,-1.93822032543014,-0.0187049024269919,-1.17977411728246,0.0889572031337886,0.249935569,-0.560567922,-0.435091459
"HVO_2074 [D4GU87] probable secreted glycoprotein",-2.530724375,-0.024542833,-2.573564672,-2.251617244,-0.305369459,-3.855773079,-1.608395926,0.221162273,3.126418459,-1.427864535,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2075 [D4GU89] IS1341-type transposase ISHvo23",0.269173215,-0.237730687,0.642453742,0.222781845,-0.121450258,0.46679526,0.754108533,-0.328744925,0.009090753,0.242663596,-0.957924570458003,0.638044995977981,1.05341340561716,1.76439349094321,10.2660438276299,1.17253389,1.764755615,-1.607893926
"HVO_2076 [D4GU88] probable secreted glycoprotein (nonfunctional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_2079 [D4GUM7] RND superfamily permease",-1.152872139,-1.413364196,-1.538451963,0.267667163,0.155984328,-0.35437375,-0.299505817,0.061201952,0.212854313,0.728725889,-2.0946814160979,1.34310176286961,0.00143529817238841,3.03275882312166,1.32152200506185,0.972781336,-0.787205682,-0.874291381
"HVO_2080 [D4GUM8] conserved hypothetical protein",-0.747665482,-1.111703805,-0.925413362,0.273229415,-0.17169539,-0.138084903,-0.042351953,0.231801367,0.338641719,0.698036493,-1.16993470114592,1.2853875798113,-0.0425249651135283,1.81970570669795,0.841791401767516,0.203978148,-0.905581137,-1.251504078
"HVO_2081 [D4GUM9] pectin lyase domain protein",0.048859116,-0.529159564,0.083540804,0.468405274,-0.071881573,0.436188631,0.44357343,0.067912755,0.079989308,0.369675006,-0.923424994271224,1.07070938832345,-0.12706422224295,2.5610976048245,1.18654591164101,0.799706514,-0.763094921,-0.94245227
"HVO_2082 [D4GUN0] conserved hypothetical protein",1.008562175,1.045255724,1.153414331,-0.143938467,-0.061914913,-0.037490834,0.227426346,-0.146504503,0.166932924,-1.012168532,-1.3046436302169,0.766582799434765,0.614174919339248,1.71676469016743,2.53460481358846,0.948335245,-0.238332637,-0.199930232
"HVO_2083 [D4GUN1] ABC-type transport system ATP-binding protein (probable substrate macrolides)",1.056511926,1.427966731,1.106528241,-0.431657535,0.100959221,-0.212059101,0.293247886,-0.025703802,0.059057666,-1.33167364,-1.69525301531837,0.648515815705453,0.886535760110536,-0.0674687133121281,3.45632688718081,0.859700514,0.217683795,0.352781146
"HVO_2084 [D4GUN2] ABC-type transport system permease protein (probable substrate macrolides)",0.417602838,0.27942877,0.708759852,0.104242699,-0.399141291,-0.037358188,0.215024045,0.091991077,0.305675805,-0.466274126,-1.02243874004214,2.59328957468898,0.94062062342867,2.82171022328908,2.63919783234077,0.283811201,-0.643060967,-0.222337134
"HVO_2085 [D4GUN3] UbiA prenyltransferase family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69607393720247,-0.289010190444537,0.28871269828662,1.77542702410271,2.58029680450941,NA,NA,NA
"HVO_2087 [D4GUN5] glycoside hydrolase domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-0.038496598,-1.484516406,-2.139378504
"HVO_2088 [D4GUN6] glycoside hydrolase domain protein<|>HVO_A0384 [D4GR52] (dppF8) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",2.459232465,-0.02419811,-0.289840618,2.844053371,-0.144409935,2.644898132,-0.256870119,2.976846239,0.018890546,0.104175897,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2089 [D4GUN7] conserved hypothetical protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.003843335,0.692752107,0.402161777
"HVO_2091 [D4GUN8] pyridoxal phosphate-dependent aminotransferase",0.540711086,1.306782521,0.675194537,-0.407607354,-0.337928142,-1.235012811,-0.600583917,0.210258204,0.879281593,-1.713910346,NA,NA,NA,NA,NA,0.64406568,-4.928131495,-4.323795595
"HVO_2091 [D4GUN8] pyridoxal phosphate-dependent aminotransferase<|>HVO_2871 [D4GXI1] pyridoxal phosphate-dependent aminotransferase",0.637950157,0.849203359,0.487740708,-0.073400205,-0.008048086,0.15019258,-0.005170226,0.110577201,-0.021335678,-0.498776241,2.06874118985885,-0.924595690221433,-1.01241833220639,-0.394592026920201,-1.34672699866119,0.585320253,-4.635079114,-6.001699329
"HVO_2091 [D4GUN8] pyridoxal phosphate-dependent aminotransferase<|>HVO_B0261 [D4GPQ8] pyridoxal phosphate-dependent aminotransferase",0,0,0,0,4.966102186,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2092 [D4GUN9] IclR family transcription regulator",-0.528262739,-0.413903887,-0.182009157,0.180578466,-0.254813913,0.071643795,-0.059021771,0.094899739,0.013880682,0.444347758,-0.471766840783091,-1.19049621178338,-0.577690415560564,-0.590624357659467,-0.457133310212612,0.344766555,-1.32017208,-0.489779394
"HVO_2093 [D4GUP0] (nhaC4) probable NhaC-type sodium/proton antiporter",0.768702644,0.417385657,0.541952718,0.636750184,0.254814913,0.241754449,-0.083765954,0.400722206,0.099615536,-0.589969365,NA,NA,NA,NA,NA,0,0,0
"HVO_2094 [D4GUP1] ABC-type transport system periplasmic substrate-binding protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14847853337046,-0.334018526935677,0.0359817663668741,1.70607847378718,1.74762661916922,-0.798213517,-1.740737926,-2.187550737
"HVO_2095 [D4GUP2] (qor4) NADPH:quinone reductase",1.019373415,1.268907344,1.054157667,-0.027015558,-0.110576355,0.476633877,0.278502233,0.121788034,-0.116386975,-0.593379252,0.141300926013887,-1.55617415408888,-0.0348502597900531,-0.729861684270617,-0.493098961093427,0.33273937,-1.103385084,-1.149278198
"HVO_2096 [D4GUP3] homolog to NAD-dependent epimerase/dehydratase",0,0,0,0,0.722324154,0,0,0,0,0.800676002,NA,NA,NA,NA,NA,0.152013706,-1.350596026,-1.592913281
"HVO_2097 [D4GUP4] major facilitator superfamily transport protein",0.695539111,0.235452505,0.225279032,0.653985834,-0.134112978,0.476808078,0.217257595,0.566402911,0.387196859,-0.302905719,0,0,0,2.75306588933186,17.6012171024042,NA,NA,NA
"HVO_2101 [D4GUP8] (ptsH3) phosphocarrier protein HPr",0.954188656,1.178948456,0.547210204,-0.192584483,0.194751061,0.191019657,0.068726318,0.215574565,0.116843356,-0.697394807,NA,NA,NA,NA,NA,-0.199020466,-1.088654357,-1.439619694
"HVO_2102 [D4GUP9] phosphotransferase system component IIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.295829485,1.263257238,1.107212531
"HVO_2103 [D4GUQ0] phosphotransferase system component IIC",1.354334076,1.251506203,1.5240126,0.193831347,-0.410520412,0.211251349,-0.436152783,0.209997229,-0.402429593,-1.119593553,2.65579368559254,-2.36191185224825,-1.18433823887191,0.0422097193128911,-1.94077103663782,-0.401609815,4.420886582,4.559558355
"HVO_2104 [D4GUQ1] phosphotransferase system component IIB",0.189148298,0.444846495,0.558097868,-0.213817495,-0.180141362,-0.374219478,-0.036908663,-0.256080299,0.430209968,-0.542450903,0,0,0,14.7329875368499,17.2346410074191,0.463205644,0.218145563,0.165224145
"HVO_2106 [D4GUQ3] DeoC family aldolase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_2108 [D4GUQ5] IclR family transcription regulator",-0.091426889,-0.136679013,-0.212736478,-0.121496683,0.297254465,0.029454596,0.348515297,-0.104282814,0.135461767,0.145469309,-0.319668329318694,-1.74293991524666,-0.251917980423112,-1.96925003905746,-2.43906805216713,0.605456474,-0.675919859,-0.849392152
"HVO_2109 [D4GUQ6] homolog to xylulose kinase",0.289970381,0.736488721,0.559111878,-0.571009227,-0.021815091,-0.60849724,-0.323759075,-0.086541991,0.028733714,-0.471243845,NA,NA,NA,NA,NA,0.098550564,3.378164053,4.348051102
"HVO_2110 [D4GUQ7] IclR family transcription regulator",0.643549745,0.663494205,1.199929592,-0.223521763,-0.539051025,-0.13870896,-0.053720933,-0.138233417,-0.031837117,-0.697302611,0.0365265637011582,-2.68694336916163,0.606894781277178,11.265583425923,-2.16324032390431,0.831275751,0.192357391,-0.162600254
"HVO_2111 [D4GUQ8] (pdxA) probable D-threonate 4-phosphate dehydrogenase",0.707796073,0.979299613,0.911591024,-0.558113185,0.403106495,-0.263712275,0.489705687,-0.438715577,0.319569324,-0.993533287,NA,NA,NA,NA,NA,0.858795512,-0.152629371,-0.58262644
"HVO_2113 [D4GUR0] (tsgA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61322579438917,0.696445566231447,0.0471603543980673,3.19069061525861,1.8033283495478,NA,NA,NA
"HVO_2115 [D4GUR2] probable oxidoreductase (aldo-keto reductase family protein)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572717965,0.966571318,0.740023299
"HVO_2118 [D4GUR5] (tsgD2) ABC-type transport system ATP-binding protein (probable substrate sugar)",0,0,0,0,0,0,0,0,0,4.089526275,0,0,0,0,0,NA,NA,NA
"HVO_2120 [D4GUR7] conserved hypothetical protein",0,0.241423349,0,0,-0.162080948,0,0,0,5.090421093,-0.823897045,-0.0950562481342772,1.05489435802514,-0.0152300092855763,1.89628775594354,0.546227157690524,NA,NA,NA
"HVO_2122 [D4GUR9] (dppF4) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.442380756463587,1.05171455551229,0.551556194759588,1.16411003013562,1.51161710288651,-0.921557619,5.051079461,2.323575294
"HVO_2122 [D4GUR9] (dppF4) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.86589741075785,-4.88375394139033,-1.81971094407697,-0.918490718756528,2.05684555795843,NA,NA,NA
"HVO_2123 [D4GUS0] (dppD4) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.989004335621169,0.171045583469628,0.278710056057589,1.62561262955195,1.81816276269442,NA,NA,NA
"HVO_2124 [D4GUS1] (dppC4) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57912984192916,-0.0162507434074329,0.390219177180367,1.46877939122582,2.13654951519443,NA,NA,NA
"HVO_2125 [D4GUS2] (dppB4) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0.093065211,2.38411096,0,0,0,13.51729713,0,0,0,-1.22687272588338,0.640916049805701,0.128174325766791,3.26337654422082,2.47449092718234,NA,NA,NA
"HVO_2126 [D4GUS3] (dppA4) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.302293328,0.656097762,0.790310893,-0.034086622,-0.38368654,-0.256147676,-0.083470742,-0.028274734,0.115354661,-0.522186434,-0.656145736646581,1.05410184881858,0.284344506820404,2.03666276432224,1.24623302559056,0.19206106,-1.597313858,-1.995824964
"HVO_2127 [D4GUS4] M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.671909001834519,-0.975933571351335,-0.305644916860725,-0.439274300436539,-0.713925872663307,-0.192533047,-0.049112625,-0.633441611
"HVO_2128 [D4GUS5] (amaB1) amidase (hydantoinase/carbamoylase family)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.97372023705163,1.27634243854359,-0.792569527109097,4.26258206887481,3.97873163085845,NA,NA,NA
"HVO_2130 [D4GUS7] IclR family transcription regulator",-0.605374102,-0.258023641,-0.421996337,-0.173163262,-0.250984452,-0.136903892,-0.160435183,0.03191005,0.025653869,0.396358261,1.01890295290649,0.0972303003948699,-0.443250153820515,-0.673516311849543,-0.857217117447901,0.513101337,-1.865161754,-2.152080046
"HVO_2131 [D4GUS8] (fbp2) fructose-1,6-bisphosphatase",1.020873018,1.037672529,0.831126284,-0.20300582,0.422089148,0.014151559,0.079651135,-0.404752346,-0.269591696,-0.910503228,0.619830091380247,-0.310502149935829,0.281155151285227,-0.502997195117554,-1.70623162760219,0.268183109,-0.848287926,-0.956829753
"HVO_2133 [D4GUT0] (orc16) Orc1-type DNA replication protein",0.424289535,-0.491578723,-0.027338608,0.652292884,0.64495382,0.191812111,0.159504208,-0.126115057,-0.238429614,-0.130870069,0,0,0,0,0,0.490060268,-1.788635018,-1.383370864
"HVO_2135 [D4GUT2] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_2141 [D4GUT8] (nirK) nitrite reductase, copper-containing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_2144 [D4GUU1] (ahbD) coproheme decarboxylase AhbD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_2145 [D4GUU2] (hcpF) halocyanin<|>HVO_2150 [D4GV83] (hcpG) halocyanin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0417206547541602,2.6063396215514,-0.609547070446138,0.748902661322424,-0.619583361130128,-0.78427431,-2.745794879,-4.628094788
"HVO_2147 [D4GUU4] homolog to nitric oxide reductase subunit B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4451491788286,9.31723849482374,16.4550916271815,0,0,NA,NA,NA
"HVO_2150 [D4GV83] (hcpG) halocyanin",0.287137775,0.081309404,0.238698416,0.158100753,0.300053691,0.129242496,-0.14388542,-0.24145719,-0.686355748,-0.135948837,-1.56233739802952,1.72016568591996,-0.17748951938523,2.43215772033101,1.54030401345461,0.122362376,-1.30016597,-1.178005801
"HVO_2151 [D4GV84] HTH-10 family transcription regulator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361471832,0.489706458,0.458874892
"HVO_2153 [D4GV86] probable copper-containing oxidoreductase",-0.382562344,-0.695591042,-0.130625311,0.408153114,-0.221730112,0.12362382,-0.274485367,-0.081362543,-0.420759318,0.368237981,-0.869328418822778,1.51483705489641,-0.488006457197659,1.79092107617853,0.463669196622557,-0.178403687,-2.067007592,-2.197759948
"HVO_2154 [D4GV87] (thiC) phosphomethylpyrimidine synthase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229133615,-0.383943421,-0.532005744
"HVO_2156 [D4GV89] UspA domain protein",2.054865607,1.241588874,1.801883569,0.591108539,0.473028782,0.951191811,0.55503602,-0.21053329,-0.571068104,-1.070385806,-0.819516903825634,-0.65916638955337,-0.320200286724179,-0.664165455473408,0.0965446198419566,0.099329648,-1.949083787,-2.037308707
"HVO_2157 [D4GV90] conserved hypothetical protein",-0.469162965,-0.89812462,-0.549011922,0.847326718,0.275514482,0.771601826,0.856096587,-0.123161444,-0.01176322,1.187508591,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2158 [D4GV91] (maeB1) malic enzyme (NADP)",-0.508876854,-0.571517457,-0.729055174,0.445146351,0.146919348,0.321548497,-0.15469831,0.165529293,-0.324892598,0.803516233,-1.034163353752,0.146257689631856,0.138245370404199,1.52334724367106,1.27808052740891,0.660600297,-1.415734469,-1.060993138
"HVO_2158 [D4GV91] (maeB1) malic enzyme (NADP)<|>HVO_2436 [D4GSQ3] (maeB2) malate dehydrogenase (oxaloacetate-decarboxylating)",-0.335292835,-0.20194334,-0.389661817,0.007070787,-0.186099685,-0.222159583,-0.35638333,0.234190505,0.132457607,0.074366577,0.275934946272165,1.01838338979183,-0.386707486482427,0.571437853381674,0.353042359825726,0.248996706,-0.871573676,-0.608950012
"HVO_2159A [-] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017123655,0.742859437,1.014291604
"HVO_2160 [D4GV93] probable secreted glycoprotein",3.012514533,0.53047991,4.656920989,2.554745381,2.342812318,2.808954988,5.033363552,-3.73057448,-1.785513201,-0.136159992,-0.360476036531102,-0.193787249855048,0.127155383682601,-0.147151481572079,0.819484495186741,0.343636924,0.053661173,0.524246018
"HVO_2161 [D4GV94] probable secreted glycoprotein",1.798553604,0.255962886,1.753922662,1.311023266,0.773316738,1.345639778,1.60656456,-0.672813087,-0.529691424,-0.431980831,-0.968016771268804,0.323820347939291,0.164185960195951,1.37890244742063,2.60901377023413,-0.222964542,0.190354952,0.125979512
"HVO_2162 [D4GV95] DUF457 family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.74538908752875,14.0735876414419,NA,NA,NA
"HVO_2163 [D4GV96] ABC-type transport system ATP-binding protein",2.261808327,1.585013748,0.263532126,0.821253248,0.813332426,1.356964,-1.335857294,0.123409277,-1.267183777,-1.017089313,-0.689246500487162,0.791440590329601,1.48739326309216,1.70578014505542,2.89645865939287,0.841717776,-1.072264612,-0.397840235
"HVO_2164 [D4GV97] ABC-type transport system permease protein",1.31922966,0.992360957,0,0.808494136,0.745742377,0.569419979,0,5.05172729,-0.375109263,-0.649786427,-0.989820472135685,0.727791961570743,0.294605701374124,1.82158165088241,1.23230190209142,NA,NA,NA
"HVO_2165 [D4GV98] ABC-type transport system permease protein",0,0,0,0,0,0,0,0,0,0,-0.824373525316975,1.82114819382712,1.09443533550294,2.57513830899781,1.81242448003644,0.585779685,-0.13402551,-0.271870585
"HVO_2167 [D4GVA0] conserved hypothetical protein",0,-0.867793093,0,0,1.428815907,0,0,0,-0.347409429,0.583031349,-1.51978710987437,1.65284228699895,-0.158911483986681,2.31301817951528,1.69549029074703,0.763286441,2.608366342,3.993308189
"HVO_2168 [D4GVA1] (moxR3) AAA-type ATPase (MoxR subfamily)",1.171678198,0.263043472,1.986437335,0.984279447,0.383985849,0.977629335,1.148141683,-0.962285909,-0.708447429,-0.194684755,0.777584996708758,0.451988606751048,-0.0121672839351767,-0.257529677021461,-0.189930714160973,-0.022124755,-0.198169456,-0.097479277
"HVO_2169 [D4GVA2] conserved hypothetical protein",-0.033320156,-0.627947876,2.402259508,0.424876129,0.495421726,0.464076585,1.729581745,-1.65518322,-0.601556388,0.642342879,-1.02438026183561,0.664816813631131,-0.528563352164728,1.93169603531802,0.879158042137612,0.310189505,-0.366667479,-0.496272526
"HVO_2170 [D4GVA3] conserved hypothetical protein",0,0.354666555,0,0,1.522105706,0,0,0,0,3.038792675,-0.333563573754379,1.52576599626369,0.659245309205231,2.17215472191754,1.15388446104827,NA,NA,NA
